id;id_ra?una;izdelek;datum;id_prodajalca;id_poslovalnice
36;200005632;Puding tradicionalno 300 g;1.01.2025;9515;1007
37;200005684;Salama premium 1,5 l;1.01.2025;8046;1004
38;200005684;Fižol ekstra 100 g;1.01.2025;8046;1004
39;200005684;Zamrznjene maline lahko 12 x 1 l;1.01.2025;8046;1004
40;200005684;Tortilje ekstra 2 kg;1.01.2025;8046;1004
41;200005684;Špageti premium 12 x 1 l;1.01.2025;8046;1004
42;200005873;Bageta maxi 12 x 1 l;1.01.2025;1969;1009
43;200005873;Avokado mini 2 kg;1.01.2025;1969;1009
44;200005873;Kus kus lahko 12 x 1 l;1.01.2025;1969;1009
45;200006059;Svinjski kotleti mini 250 g;1.01.2025;2377;1003
46;200006059;Proteinska ploš?ica lahko 1 kg;1.01.2025;2377;1003
47;200006059;Sir brie naravno 500 g;1.01.2025;2377;1003
48;200006059;Repi?no olje pakirano 2 l;1.01.2025;2377;1003
49;200006090;Mle?ne štru?ke bio 1,5 l;1.01.2025;7888;1005
50;200006090;Smetanov namaz sveže 1,5 l;1.01.2025;7888;1005
51;200006090;Gazirana voda tradicionalno 300 g;1.01.2025;7888;1005
52;200006090;Zamrznjene maline izbrano 100 g;1.01.2025;7888;1005
53;200006090;Keksi z maslom mini 500 g;1.01.2025;7888;1005
54;200006184;Gazirana voda brez glutena 250 g;1.01.2025;2365;1005
55;200006184;Kokosovo olje maxi 2 l;1.01.2025;2365;1005
56;200006184;Kus kus tradicionalno 1,5 l;1.01.2025;2365;1005
57;200008007;Puding v prahu družinsko 300 g;1.01.2025;2156;1001
58;200008007;Krompir maxi 1,5 kg;1.01.2025;2156;1001
59;200008103;Gazirana voda brez glutena 250 g;1.01.2025;2350;1005
60;200008103;Sir camembert naravno 150 g;1.01.2025;2350;1005
61;200008103;Bu?no olje klasi?no 2 l;1.01.2025;2350;1005
62;200008270;Kruh s semeni pakirano 300 g;1.01.2025;9083;1001
63;200008332;Kokosovo olje mini 12 x 1 l;1.01.2025;5281;1006
64;200008332;Sojina omaka sveže 200 g;1.01.2025;5281;1006
65;200008808;Toast pakirano 100 g;1.01.2025;1032;1004
66;200008808;Pršut maxi 150 g;1.01.2025;1032;1004
67;200009323;Špina?a lahko 1,5 kg;1.01.2025;2590;1005
68;200009323;Beli kruh družinsko 500 g;1.01.2025;2590;1005
69;200009323;Mandarine mini 750 g;1.01.2025;2590;1005
70;200009426;Tortelini bio 1,5 l;1.01.2025;7247;1003
71;200009426;Ribje pal?ke ekstra 300 g;1.01.2025;7247;1003
72;200009654;Limone maxi 6 x 0,5 l;1.01.2025;4744;1008
73;200009654;Sir camembert naravno 150 g;1.01.2025;4744;1008
74;200000182;Burek naravno 1,5 l;2.01.2025;4205;1008
75;200000182;Zamrznjene maline izbrano 100 g;2.01.2025;4205;1008
76;200000182;Pomaran?e tradicionalno 200 g;2.01.2025;4205;1008
77;200000433;Mineralna voda brez glutena 1 kg;2.01.2025;5869;1003
78;200000433;Zamrznjene maline izbrano 100 g;2.01.2025;5869;1003
79;200000433;Solata tradicionalno 150 g;2.01.2025;5869;1003
80;200000433;Fižol družinsko 1,5 kg;2.01.2025;5869;1003
81;200000570;Grozdje družinsko 500 g;2.01.2025;7926;1005
82;200000627;Roglji?ki ekstra 750 g;2.01.2025;4622;1003
83;200000966;Por ekstra 300 g;2.01.2025;9684;1004
84;200000966;Olivno olje mini 12 x 1 l;2.01.2025;9684;1004
85;200000966;Kefir naravno 1 l;2.01.2025;9684;1004
86;200000966;Energijska pija?a ekstra 1 kg;2.01.2025;9684;1004
87;200000966;Kvinoja sveže 400 g;2.01.2025;9684;1004
88;200001593;Gazirana voda tradicionalno 300 g;2.01.2025;2483;1004
89;200001840;Kvinoja bio 2 l;2.01.2025;3777;1010
90;200001840;Ledeni ?aj naravno 6 x 0,5 l;2.01.2025;3777;1010
91;200001948;Ribje pal?ke ekstra 750 g;2.01.2025;5795;1005
92;200001948;Kisla smetana izbrano 150 g;2.01.2025;5795;1005
93;200002937;Paradižnik lahko 400 g;2.01.2025;8364;1002
94;200002937;Kruh s semeni izbrano 1 kg;2.01.2025;8364;1002
95;200002937;Korenje bio 1 l;2.01.2025;8364;1002
96;200003122;Kakav napitek doma?e 750 g;2.01.2025;1082;1001
97;200003122;Paprika pakirano 300 g;2.01.2025;1082;1001
98;200003122;Mozzarella izbrano 500 g;2.01.2025;1082;1001
99;200003165;Feta sir bio 100 g;2.01.2025;4445;1009
100;200003165;Sladka smetana izbrano 2 l;2.01.2025;4445;1009
101;200003165;Sladoled ?okolada brez glutena 6 x 0,5 l;2.01.2025;4445;1009
102;200003165;Tortelini maxi 2 kg;2.01.2025;4445;1009
103;200003165;Jagnje?ji kotleti lahko 2 l;2.01.2025;4445;1009
104;200003660;Zamrznjen kruh sveže 500 g;2.01.2025;2184;1005
105;200004162;Zamrznjena zelenjava izbrano 500 g;2.01.2025;7183;1004
106;200004162;Zamrznjena pica mini 6 x 0,5 l;2.01.2025;7183;1004
107;200004162;Pomaran?e izbrano 12 x 1 l;2.01.2025;7183;1004
108;200004560;Foka?a mini 6 x 0,5 l;2.01.2025;2027;1007
109;200004560;Žemlje sveže 1,5 kg;2.01.2025;2027;1007
110;200004571;Müsli lahko 2 l;2.01.2025;1253;1007
111;200004980;Ledeni ?aj klasi?no 400 g;2.01.2025;6524;1005
112;200004980;Grisini ekstra 1 kg;2.01.2025;6524;1005
113;200005045;Zamrznjene maline premium 1 l;2.01.2025;1934;1004
114;200005109;Mineralna voda sveže 100 g;2.01.2025;6250;1010
115;200005109;Kefir družinsko 200 g;2.01.2025;6250;1010
116;200005109;Rženi kruh klasi?no 1,5 l;2.01.2025;6250;1010
117;200005146;Svinjska rebra maxi 2 kg;2.01.2025;4365;1002
118;200005146;Tonic družinsko 250 g;2.01.2025;4365;1002
119;200005746;?ili omaka tradicionalno 1,5 l;2.01.2025;5869;1003
120;200005746;Korenje bio 1 l;2.01.2025;5869;1003
121;200005946;Sladoled vanilija doma?e 750 g;2.01.2025;5598;1002
122;200006626;Zamrznjena špina?a izbrano 2 kg;2.01.2025;9083;1001
123;200006626;Puding lahko 1 l;2.01.2025;9083;1001
124;200006626;Puding družinsko 100 g;2.01.2025;9083;1001
125;200006701;Nektarine izbrano 2 kg;2.01.2025;7264;1001
126;200007140;Olivno olje mini 12 x 1 l;2.01.2025;6232;1001
127;200007140;Njoki naravno 500 g;2.01.2025;6232;1001
128;200007198;Sladka smetana tradicionalno 200 g;2.01.2025;5775;1005
129;200007198;Ovseni kosmi?i bio 1 kg;2.01.2025;5775;1005
130;200007198;Mozzarella družinsko 1,5 l;2.01.2025;5775;1005
131;200007198;?ebula izbrano 400 g;2.01.2025;5775;1005
132;200007220;Mle?na ?okolada klasi?no 6 x 0,5 l;2.01.2025;8642;1004
133;200007510;Kvinoja sveže 400 g;2.01.2025;1934;1004
134;200007510;Kvinoja izbrano 200 g;2.01.2025;1934;1004
135;200007751;Zamrznjena juha premium 1,5 kg;2.01.2025;9799;1001
136;200007751;Maline naravno 2 l;2.01.2025;9799;1001
137;200007751;Pašteta mini 1,5 l;2.01.2025;9799;1001
138;200007751;Sir brie brez glutena 1,5 kg;2.01.2025;9799;1001
139;200007751;BBQ omaka naravno 200 g;2.01.2025;9799;1001
140;200007885;Kola naravno 750 g;2.01.2025;3600;1006
141;200007885;BBQ omaka naravno 200 g;2.01.2025;3600;1006
142;200008854;Ciabatta doma?e 750 g;2.01.2025;6407;1009
143;200008854;Karamela tradicionalno 250 g;2.01.2025;6407;1009
144;200008854;Bu?no olje lahko 150 g;2.01.2025;6407;1009
145;200009036;Mleto goveje meso mini 1,5 kg;2.01.2025;6080;1008
146;200009190;Karamela lahko 1,5 l;2.01.2025;9083;1001
147;200009190;Zeleni ?aj lahko 1 l;2.01.2025;9083;1001
148;200009543;Zamrznjena juha tradicionalno 1 l;2.01.2025;5178;1005
149;200009543;Piš?an?ja bedra klasi?no 400 g;2.01.2025;5178;1005
150;200009543;Kruh s semeni izbrano 1 kg;2.01.2025;5178;1005
151;200009851;Zelje lahko 250 g;2.01.2025;2687;1004
152;200000468;Paradižnik lahko 400 g;3.01.2025;8334;1009
153;200000468;Jabol?ni sok pakirano 6 x 0,5 l;3.01.2025;8334;1009
154;200000468;Žve?ilni gumi lahko 6 x 0,5 l;3.01.2025;8334;1009
155;200000658;Mleto goveje meso sveže 150 g;3.01.2025;3537;1008
156;200000658;Pšeni?na moka premium 200 g;3.01.2025;3537;1008
157;200000658;Karamela doma?e 12 x 1 l;3.01.2025;3537;1008
158;200000658;?ebula izbrano 400 g;3.01.2025;3537;1008
159;200000794;Limone bio 200 g;3.01.2025;8611;1006
160;200000794;Kakav napitek premium 1,5 l;3.01.2025;8611;1006
161;200000794;Mineralna voda klasi?no 1,5 kg;3.01.2025;8611;1006
162;200001007;Sir brie naravno 500 g;3.01.2025;3132;1008
163;200001007;Keksi z maslom ekstra 100 g;3.01.2025;3132;1008
164;200001007;Pomaran?ni sok brez glutena 750 g;3.01.2025;3132;1008
165;200002586;Sladoled ?okolada brez glutena 6 x 0,5 l;3.01.2025;3164;1005
166;200002586;Mango maxi 200 g;3.01.2025;3164;1005
167;200002586;Banane mini 1,5 kg;3.01.2025;3164;1005
168;200002586;Ajdova moka pakirano 1,5 kg;3.01.2025;3164;1005
169;200003132;Fižol stro?ji lahko 300 g;3.01.2025;5281;1006
170;200003132;Sladka smetana tradicionalno 200 g;3.01.2025;5281;1006
171;200004103;Skuta sveže 200 g;3.01.2025;2895;1007
172;200004103;Sir brie lahko 12 x 1 l;3.01.2025;2895;1007
173;200004103;Zamrznjeni cmoki klasi?no 1 kg;3.01.2025;2895;1007
174;200004137;Kamilica ?aj pakirano 150 g;3.01.2025;5830;1005
175;200004137;Zamrznjena zelenjava naravno 150 g;3.01.2025;5830;1005
176;200004137;Paradižnikova omaka doma?e 12 x 1 l;3.01.2025;5830;1005
177;200004137;Zamrznjena pica sveže 6 x 0,5 l;3.01.2025;5830;1005
178;200004175;Drobtine družinsko 500 g;3.01.2025;2590;1005
179;200004175;Redkvice premium 500 g;3.01.2025;2590;1005
180;200004476;Jagnje?ji kotleti družinsko 1,5 l;3.01.2025;1253;1007
181;200004476;?i?erika klasi?no 300 g;3.01.2025;1253;1007
182;200004476;Fižol stro?ji sveže 1,5 kg;3.01.2025;1253;1007
183;200004542;Polnozrnati kruh družinsko 1,5 l;3.01.2025;1032;1004
184;200004542;Kajzerice družinsko 1,5 l;3.01.2025;1032;1004
185;200004972;Pašteta mini 1,5 l;3.01.2025;5161;1004
186;200004972;Pomaran?e izbrano 12 x 1 l;3.01.2025;5161;1004
187;200005162;Sirup malina bio 200 g;3.01.2025;7794;1006
188;200005162;Puranji file izbrano 1 kg;3.01.2025;7794;1006
189;200005162;Koruzna moka pakirano 150 g;3.01.2025;7794;1006
190;200005162;Breskve tradicionalno 300 g;3.01.2025;7794;1006
191;200005376;Ke?ap brez glutena 300 g;3.01.2025;5598;1002
192;200005551;Banane maxi 150 g;3.01.2025;1969;1009
193;200005551;Goveji zrezki družinsko 1 l;3.01.2025;1969;1009
194;200005736;Slive ekstra 1,5 l;3.01.2025;5043;1004
195;200005736;Prepe?enec ekstra 200 g;3.01.2025;5043;1004
196;200005736;Roglji?ki ekstra 750 g;3.01.2025;5043;1004
197;200005745;Ajdova moka lahko 100 g;3.01.2025;8955;1002
198;200005745;Banane doma?e 200 g;3.01.2025;8955;1002
199;200005745;Ra?je prsi bio 100 g;3.01.2025;8955;1002
200;200006383;Mozzarella družinsko 1,5 l;3.01.2025;9749;1010
201;200006383;Rukola tradicionalno 100 g;3.01.2025;9749;1010
202;200006383;Banane bio 150 g;3.01.2025;9749;1010
203;200006383;Tartar omaka izbrano 1 l;3.01.2025;9749;1010
204;200006645;Beli kruh družinsko 500 g;3.01.2025;4983;1001
205;200006645;Gazirana voda ekstra 200 g;3.01.2025;4983;1001
206;200006645;Karamela tradicionalno 1 kg;3.01.2025;4983;1001
207;200006645;Keksi z maslom mini 500 g;3.01.2025;4983;1001
208;200007004;Balzami?ni kis premium 250 g;3.01.2025;1168;1010
209;200007082;Jabolka bio 150 g;3.01.2025;5281;1006
210;200007082;Breskve sveže 1 kg;3.01.2025;5281;1006
211;200007484;Sol izbrano 200 g;3.01.2025;9602;1007
212;200007484;Puding tradicionalno 300 g;3.01.2025;9602;1007
213;200007484;Ra?je prsi bio 100 g;3.01.2025;9602;1007
214;200007484;Pomfri ekstra 1 l;3.01.2025;9602;1007
215;200007484;Karamela tradicionalno 250 g;3.01.2025;9602;1007
216;200007529;Energijska pija?a bio 150 g;3.01.2025;2169;1005
217;200008177;Rženi kruh izbrano 1,5 kg;3.01.2025;2184;1005
218;200008177;Mozzarella maxi 150 g;3.01.2025;2184;1005
219;200008177;Kivi premium 150 g;3.01.2025;2184;1005
220;200008623;Kefir klasi?no 2 l;3.01.2025;8221;1005
221;200009294;Pašteta družinsko 200 g;3.01.2025;3943;1007
222;200009501;Krompir brez glutena 750 g;3.01.2025;3657;1008
223;200009501;Gazirana voda ekstra 1 kg;3.01.2025;3657;1008
224;200009588;Sir ementalec naravno 1,5 l;3.01.2025;1956;1004
225;200009588;Grozdje družinsko 500 g;3.01.2025;1956;1004
226;200009588;Mleko brez glutena 1 kg;3.01.2025;1956;1004
227;200009588;Tortilje ekstra 2 kg;3.01.2025;1956;1004
228;200009588;Mandarine mini 750 g;3.01.2025;1956;1004
229;200000636;Šunka izbrano 200 g;4.01.2025;4118;1010
230;200000636;Müsli mini 750 g;4.01.2025;4118;1010
231;200000636;Kamilica ?aj brez glutena 250 g;4.01.2025;4118;1010
232;200000838;Toast pakirano 100 g;4.01.2025;2527;1003
233;200000838;Keksi z maslom maxi 2 l;4.01.2025;2527;1003
234;200000838;Kruh s semeni premium 400 g;4.01.2025;2527;1003
235;200002032;Majoneza bio 750 g;4.01.2025;2757;1009
236;200002442;Zamrznjena pica mini 6 x 0,5 l;4.01.2025;2895;1007
237;200003677;Instant kava lahko 500 g;4.01.2025;2184;1005
238;200003677;Worcester omaka ekstra 2 kg;4.01.2025;2184;1005
239;200003768;Solata tradicionalno 150 g;4.01.2025;4987;1010
240;200003768;Skuta sveže 200 g;4.01.2025;4987;1010
241;200003768;Krompir bio 150 g;4.01.2025;4987;1010
242;200003921;Kokosovo olje tradicionalno 1,5 kg;4.01.2025;4987;1010
243;200003921;Njoki brez glutena 250 g;4.01.2025;4987;1010
244;200003921;Limonada premium 1,5 kg;4.01.2025;4987;1010
245;200004384;Kola premium 400 g;4.01.2025;1105;1008
246;200004384;Drobtine družinsko 500 g;4.01.2025;1105;1008
247;200004384;Kisla smetana izbrano 150 g;4.01.2025;1105;1008
248;200004384;Krofi izbrano 12 x 1 l;4.01.2025;1105;1008
249;200004639;Kajzerice bio 1,5 l;4.01.2025;6391;1008
250;200004639;Marmelada mini 1 l;4.01.2025;6391;1008
251;200004797;Sir brie lahko 12 x 1 l;4.01.2025;8626;1001
252;200005818;Korenje bio 1 l;4.01.2025;7084;1009
253;200005818;Med maxi 1,5 kg;4.01.2025;7084;1009
254;200005818;Krompir bio 150 g;4.01.2025;7084;1009
255;200005818;Sojina omaka sveže 200 g;4.01.2025;7084;1009
256;200007112;Pomfri ekstra 1 l;4.01.2025;1949;1007
257;200007394;Sladkor doma?e 200 g;4.01.2025;2687;1004
258;200007394;Fižol stro?ji lahko 300 g;4.01.2025;2687;1004
259;200008368;Šunka pakirano 150 g;4.01.2025;3537;1008
260;200008596;Müsli mini 750 g;4.01.2025;9083;1001
261;200008596;Foka?a družinsko 100 g;4.01.2025;9083;1001
262;200008596;?evap?i?i sveže 1,5 l;4.01.2025;9083;1001
263;200008596;Rukola tradicionalno 100 g;4.01.2025;9083;1001
264;200008614;Ledeni ?aj klasi?no 400 g;4.01.2025;5869;1003
265;200008614;Kus kus lahko 12 x 1 l;4.01.2025;5869;1003
266;200009116;Bageta maxi 12 x 1 l;4.01.2025;9826;1003
267;200009116;Zeleni ?aj družinsko 2 kg;4.01.2025;9826;1003
268;200009207;Nektarine lahko 1 l;4.01.2025;4563;1005
269;200009207;?ešnje ekstra 12 x 1 l;4.01.2025;4563;1005
270;200009546;Kakav napitek premium 1,5 l;4.01.2025;6250;1010
271;200009546;Izvirska voda tradicionalno 750 g;4.01.2025;6250;1010
272;200000436;Tortilje ekstra 2 kg;5.01.2025;4960;1002
273;200000436;Drobtine družinsko 500 g;5.01.2025;4960;1002
274;200000585;?okoladni pralineji lahko 1 kg;5.01.2025;9684;1004
275;200000585;?evap?i?i sveže 1,5 l - serija 62;5.01.2025;9684;1004
276;200000585;Por mini 12 x 1 l;5.01.2025;9684;1004
277;200000585;Sladoled ?okolada brez glutena 6 x 0,5 l;5.01.2025;9684;1004
278;200000688;Avokado mini 2 kg;5.01.2025;7862;1004
279;200000688;Olivno olje mini 12 x 1 l;5.01.2025;7862;1004
280;200001142;Ajdova moka pakirano 6 x 0,5 l;5.01.2025;7183;1004
281;200001142;Jagnje?ji kotleti klasi?no 1,5 kg;5.01.2025;7183;1004
282;200001142;Sladka smetana tradicionalno 200 g;5.01.2025;7183;1004
283;200001533;Puranji file izbrano 1 kg;5.01.2025;5936;1009
284;200001533;Repi?no olje pakirano 2 l;5.01.2025;5936;1009
285;200002254;Zamrznjen grah pakirano 2 l;5.01.2025;9826;1003
286;200002254;Riž doma?e 1,5 kg;5.01.2025;9826;1003
287;200002531;Žemlje sveže 1,5 kg;5.01.2025;9862;1007
288;200002531;Pleskavice brez glutena 250 g;5.01.2025;9862;1007
289;200002531;Tortilje bio 100 g;5.01.2025;9862;1007
290;200002531;Paprika premium 1 kg;5.01.2025;9862;1007
291;200002544;Slanina lahko 1 l;5.01.2025;3275;1008
292;200002544;Piš?an?ja bedra klasi?no 400 g;5.01.2025;3275;1008
293;200003097;Pšeni?ni gris izbrano 300 g;5.01.2025;1339;1001
294;200003207;Gazirana voda brez glutena 250 g;5.01.2025;4205;1008
295;200003207;Burek naravno 1,5 l;5.01.2025;4205;1008
296;200003235;?ili omaka tradicionalno 1,5 l;5.01.2025;9515;1007
297;200003290;Kefir izbrano 1,5 kg;5.01.2025;6246;1006
298;200003290;Feta sir ekstra 1,5 l;5.01.2025;6246;1006
299;200003290;Bageta pakirano 750 g;5.01.2025;6246;1006
300;200003290;Slive družinsko 1,5 kg;5.01.2025;6246;1006
301;200003361;Borovnice naravno 1 kg;5.01.2025;5250;1002
302;200003361;Limonada brez glutena 750 g;5.01.2025;5250;1002
303;200003404;Kamilica ?aj pakirano 150 g;5.01.2025;4365;1002
304;200003442;Kefir brez glutena 150 g;5.01.2025;1519;1002
305;200003442;Son?ni?no olje doma?e 1,5 kg;5.01.2025;1519;1002
306;200004218;Maline naravno 2 l;5.01.2025;4149;1007
307;200004218;BBQ omaka naravno 200 g;5.01.2025;4149;1007
308;200004218;Rukola premium 150 g;5.01.2025;4149;1007
309;200004477;Zamrznjen kruh sveže 2 kg;5.01.2025;2156;1001
310;200004477;Polnozrnati kruh družinsko 1,5 l;5.01.2025;2156;1001
311;200004477;Zamrznjeni roglji?ki brez glutena 100 g;5.01.2025;2156;1001
312;200004477;Sol izbrano 200 g;5.01.2025;2156;1001
313;200004731;Kakav napitek doma?e 750 g;5.01.2025;6557;1009
314;200004731;Ajdova moka klasi?no 1 kg - serija 98;5.01.2025;6557;1009
315;200004731;Cveta?a bio 1 kg;5.01.2025;6557;1009
316;200005302;?esen družinsko 2 l;5.01.2025;9083;1001
317;200005302;Sladoled vanilija ekstra 150 g;5.01.2025;9083;1001
318;200005395;Svinjski kotleti bio 300 g;5.01.2025;4960;1002
319;200005395;Proteinska ploš?ica pakirano 150 g;5.01.2025;4960;1002
320;200005645;Kajzerice sveže 400 g;5.01.2025;3132;1008
321;200005645;Pomaran?ni sok brez glutena 750 g;5.01.2025;3132;1008
322;200005710;Pica testo tradicionalno 750 g;5.01.2025;2590;1005
323;200005710;Mle?na ?okolada ekstra 400 g;5.01.2025;2590;1005
324;200005710;Sir edamec maxi 300 g;5.01.2025;2590;1005
325;200006740;Maline naravno 2 l;5.01.2025;3657;1008
326;200007016;Nektarine mini 2 kg;5.01.2025;8519;1001
327;200007164;Špina?a lahko 1,5 kg;5.01.2025;4445;1009
328;200007164;Tortilje bio 100 g;5.01.2025;4445;1009
329;200007164;Zamrznjena zelenjava naravno 150 g;5.01.2025;4445;1009
330;200007164;Lizike pakirano 6 x 0,5 l;5.01.2025;4445;1009
331;200007261;Mle?na ?okolada ekstra 2 l;5.01.2025;9789;1008
332;200007440;Paradižnikova omaka premium 150 g;5.01.2025;5866;1002
333;200007440;?ešnje družinsko 12 x 1 l;5.01.2025;5866;1002
334;200007440;Kokosovo olje pakirano 400 g;5.01.2025;5866;1002
335;200007440;Ra?je prsi družinsko 1,5 l;5.01.2025;5866;1002
336;200007548;Müsli mini 750 g;5.01.2025;3203;1001
337;200007634;Burek naravno 1,5 l;5.01.2025;4445;1009
338;200007634;Paradižnikova omaka naravno 400 g;5.01.2025;4445;1009
339;200008133;Rukola tradicionalno 100 g;5.01.2025;2112;1001
340;200008133;Bonboni izbrano 100 g;5.01.2025;2112;1001
341;200008521;Fižol družinsko 1,5 kg;5.01.2025;7183;1004
342;200008521;Por ekstra 300 g;5.01.2025;7183;1004
343;200008541;Kruh s semeni izbrano 1 kg;5.01.2025;5447;1009
344;200009498;?ebula izbrano 400 g;5.01.2025;2099;1005
345;200009498;Olivno olje naravno 1,5 l;5.01.2025;2099;1005
346;200009954;Instant kava ekstra 750 g;5.01.2025;2036;1005
347;200009954;Burek brez glutena 200 g;5.01.2025;2036;1005
348;200009954;Mleto goveje meso mini 1,5 kg;5.01.2025;2036;1005
349;200009954;Proteinska ploš?ica pakirano 150 g;5.01.2025;2036;1005
350;200009954;Pomaran?e tradicionalno 200 g;5.01.2025;2036;1005
351;200000343;Zamrznjen kruh sveže 2 kg;6.01.2025;6557;1009
352;200000473;Ciabatta doma?e 750 g;6.01.2025;9957;1005
353;200000953;Kefir družinsko 200 g;6.01.2025;8052;1007
354;200000953;Son?ni?no olje doma?e 1,5 kg;6.01.2025;8052;1007
355;200001103;Kava mleta klasi?no 1,5 kg;6.01.2025;5250;1002
356;200001103;Proteinska ploš?ica pakirano 150 g;6.01.2025;5250;1002
357;200002906;Müsli mini 750 g;6.01.2025;1253;1007
358;200002906;Kis pakirano 200 g;6.01.2025;1253;1007
359;200002906;Maline klasi?no 1,5 kg;6.01.2025;1253;1007
360;200002906;Skuta sveže 200 g;6.01.2025;1253;1007
361;200002906;Jabol?ni sok pakirano 6 x 0,5 l;6.01.2025;1253;1007
362;200003471;?evap?i?i pakirano 200 g;6.01.2025;1949;1007
363;200003471;Foka?a mini 6 x 0,5 l;6.01.2025;1949;1007
364;200003471;Breskve tradicionalno 300 g;6.01.2025;1949;1007
365;200003471;?ešnje tradicionalno 300 g;6.01.2025;1949;1007
366;200003471;Paprika premium 1 kg;6.01.2025;1949;1007
367;200003506;Temna ?okolada klasi?no 6 x 0,5 l;6.01.2025;7247;1003
368;200003506;Zamrznjena špina?a izbrano 2 kg;6.01.2025;7247;1003
369;200003578;Brokoli mini 1 kg;6.01.2025;4744;1008
370;200003578;Jogurt lahko 2 l;6.01.2025;4744;1008
371;200003578;Salama premium 1,5 l;6.01.2025;4744;1008
372;200003992;Sladoled vanilija doma?e 750 g;6.01.2025;5273;1003
373;200004632;Jagnje?ji kotleti maxi 250 g;6.01.2025;7454;1008
374;200004691;Paprika premium 1 kg;6.01.2025;4379;1009
375;200004691;?okoladni pralineji lahko 1 kg;6.01.2025;4379;1009
376;200004691;Sir gauda naravno 1,5 kg;6.01.2025;4379;1009
377;200004691;?okoladni namaz ekstra 1 kg;6.01.2025;4379;1009
378;200005604;Mle?na ?okolada lahko 2 kg;6.01.2025;3463;1009
379;200005604;Mandarine tradicionalno 2 l;6.01.2025;3463;1009
380;200005604;Jabol?ni kis sveže 2 l;6.01.2025;3463;1009
381;200005604;Zamrznjena pica premium 500 g;6.01.2025;3463;1009
382;200005604;Kajzerice sveže 400 g;6.01.2025;3463;1009
383;200006125;Ovseni kosmi?i bio 1 kg;6.01.2025;8214;1007
384;200006125;Žemlje bio 300 g;6.01.2025;8214;1007
385;200006620;Cveta?a premium 1,5 l;6.01.2025;6364;1007
386;200006620;Pica testo tradicionalno 750 g;6.01.2025;6364;1007
387;200006620;Parmezan sveže 150 g;6.01.2025;6364;1007
388;200007853;Ovseni kosmi?i bio 1 kg;6.01.2025;2590;1005
389;200007853;Temna ?okolada klasi?no 6 x 0,5 l;6.01.2025;2590;1005
390;200007853;?esen družinsko 2 l;6.01.2025;2590;1005
391;200008354;Bu?no olje lahko 150 g;6.01.2025;6019;1003
392;200008354;Kvinoja družinsko 2 l;6.01.2025;6019;1003
393;200009319;Krompir brez glutena 750 g;6.01.2025;8214;1007
394;200009319;Ribje pal?ke ekstra 750 g;6.01.2025;8214;1007
395;200009383;Kakav napitek premium 1,5 l;6.01.2025;9701;1005
396;200009433;Energijska pija?a bio 150 g;6.01.2025;2483;1004
397;200009433;Gazirana voda ekstra 1 kg;6.01.2025;2483;1004
398;200009433;Mineralna voda klasi?no 1,5 kg;6.01.2025;2483;1004
