id,id_racuna,izdelek,datum,id_prodajalca,id_poslovalnice,kolicina
196,100001000,Rukola premium 150 g,03.01.2024,4563,1005,4
197,100001619,Olivno olje mini 300 g,03.01.2024,9602,1007,1
198,100002355,Marcipan sveže 400 g,03.01.2024,9401,1001,3
199,100002355,Čokoladni namaz klasično 12 x 1 l,03.01.2024,9401,1001,4
200,100002355,Kvinoja družinsko 250 g,03.01.2024,9401,1001,4
201,100002700,Piščančja bedra klasično 1 l,03.01.2024,1969,1009,3
202,100002700,"Čili omaka maxi 1,5 kg",03.01.2024,1969,1009,5
203,100003013,Slive bio 100 g,03.01.2024,1168,1010,1
204,100003013,"Čokoladni namaz domače 1,5 l",03.01.2024,1168,1010,4
205,100004146,Hruške bio 300 g,03.01.2024,4365,1002,1
206,100004146,"Smetanov namaz sveže 1,5 l",03.01.2024,4365,1002,3
207,100004146,Pašteta družinsko 200 g,03.01.2024,4365,1002,3
208,100004176,"Med klasično 6 x 0,5 l",03.01.2024,8526,1007,4
209,100004176,Ananas klasično 250 g,03.01.2024,8526,1007,5
210,100004176,Parmezan družinsko 2 l,03.01.2024,8526,1007,2
211,100004311,Mozzarella izbrano 500 g,03.01.2024,5936,1009,2
212,100004311,Krompir bio 150 g,03.01.2024,5936,1009,2
213,100004311,Tartar omaka izbrano 1 l,03.01.2024,5936,1009,5
214,100004584,Prepečenec ekstra 200 g,03.01.2024,8221,1005,2
215,100004662,Ribani sir pakirano 250 g,03.01.2024,9027,1003,3
216,100005696,"Njoki sveže 1,5 kg",03.01.2024,9123,1007,2
217,100005696,Kokosovo olje maxi 2 l,03.01.2024,9123,1007,5
218,100005791,Krompir bio 150 g,03.01.2024,2312,1002,1
219,100005791,"Njoki sveže 1,5 kg",03.01.2024,2312,1002,5
220,100005791,Cvetača bio 1 kg,03.01.2024,2312,1002,2
221,100005791,Tonic družinsko 250 g,03.01.2024,2312,1002,4
222,100006300,Gazirana voda brez glutena 250 g,03.01.2024,6250,1010,3
223,100006698,"Polnozrnati kruh družinsko 1,5 l",03.01.2024,6262,1003,5
224,100006698,Brokoli maxi 2 l,03.01.2024,6262,1003,4
225,100006698,Mlečna čokolada lahko 2 kg,03.01.2024,6262,1003,2
226,100007344,"Slive družinsko 1,5 kg",03.01.2024,5043,1004,5
227,100007344,Jabolčni kis maxi 400 g,03.01.2024,5043,1004,2
228,100007841,Koruzna moka pakirano 100 g,03.01.2024,9789,1008,3
229,100007841,Kumare izbrano 150 g,03.01.2024,9789,1008,1
230,100007841,Solatni preliv naravno 1 kg,03.01.2024,9789,1008,4
231,100009534,Marcipan sveže 400 g,03.01.2024,1168,1010,5
232,100009534,Mleko lahko 100 g,03.01.2024,1168,1010,1
233,100009534,Sir brie lahko 12 x 1 l,03.01.2024,1168,1010,2
234,100009561,Česen družinsko 2 l,03.01.2024,9862,1007,3
235,100009561,Mleko ekstra 1 kg,03.01.2024,9862,1007,5
236,100009561,Paradižnikova omaka domače 12 x 1 l,03.01.2024,9862,1007,4
237,100009561,Multivitaminski sok izbrano 300 g,03.01.2024,9862,1007,3
238,100009599,Črni čaj družinsko 2 l,03.01.2024,4118,1010,4
239,100009599,"Zamrznjena juha premium 1,5 kg",03.01.2024,4118,1010,3
240,100009599,Pšenični gris izbrano 300 g,03.01.2024,4118,1010,2
241,100009599,"Ajdov kruh bio 1,5 kg",03.01.2024,4118,1010,1
242,100009599,Jagode brez glutena 12 x 1 l,03.01.2024,4118,1010,5
243,100009893,Ovseni kosmiči domače 2 l,03.01.2024,9684,1004,4
244,100000429,Marmelada mini 1 l,04.01.2024,4794,1007,2
245,100000429,"Ajdova moka pakirano 1,5 kg",04.01.2024,4794,1007,5
246,100000762,"Račje prsi družinsko 1,5 l",04.01.2024,5866,1002,5
247,100000762,Solata bio 12 x 1 l,04.01.2024,5866,1002,2
248,100000762,Proteinska ploščica brez glutena 1 l,04.01.2024,5866,1002,5
249,100001139,"Čevapčiči premium 1,5 l",04.01.2024,2590,1005,3
250,100001732,"Kruh s semeni domače 6 x 0,5 l",04.01.2024,7888,1005,3
251,100001732,Kvinoja družinsko 250 g,04.01.2024,7888,1005,4
252,100001732,Ajdov kruh mini 250 g,04.01.2024,7888,1005,3
253,100001735,Rogljički mini 2 l,04.01.2024,2169,1005,1
254,100002393,"Med maxi 1,5 kg",04.01.2024,4794,1007,4
255,100002393,Čokolada z lešniki tradicionalno 500 g - serija 30,04.01.2024,4794,1007,4
256,100003509,Sir camembert bio 200 g,04.01.2024,8364,1002,2
257,100003509,Čokolada z lešniki maxi 750 g,04.01.2024,8364,1002,5
258,100004003,Sladoled vanilija domače 750 g,04.01.2024,9515,1007,3
259,100004003,Topljeni sir naravno 12 x 1 l,04.01.2024,9515,1007,3
260,100004378,"Mozzarella družinsko 1,5 l",04.01.2024,5750,1007,3
261,100004378,Svinjski kotleti sveže 200 g,04.01.2024,5750,1007,2
262,100004717,"Banane mini 1,5 kg",04.01.2024,7888,1005,4
263,100004764,Kus kus lahko 12 x 1 l,04.01.2024,5775,1005,2
264,100004764,Njoki brez glutena 250 g,04.01.2024,5775,1005,1
265,100004808,Paradižnik lahko 400 g,04.01.2024,4744,1008,4
266,100004964,"Riž domače 1,5 kg",04.01.2024,5667,1010,5
267,100004985,Bučno olje klasično 2 l,04.01.2024,5795,1005,4
268,100004985,"Feta sir ekstra 1,5 l",04.01.2024,5795,1005,2
269,100005389,Čokoladni pralineji premium 500 g,04.01.2024,1168,1010,3
270,100005389,Marmelada mini 1 l,04.01.2024,1168,1010,3
271,100005593,Bučno olje klasično 2 l,04.01.2024,6557,1009,3
272,100006112,Feta sir bio 100 g,04.01.2024,5273,1003,4
273,100006112,Sir gauda naravno 400 g,04.01.2024,5273,1003,2
274,100006155,Zamrznjeni rogljički brez glutena 100 g,04.01.2024,8629,1010,4
275,100006155,Čevapčiči brez glutena 2 l,04.01.2024,8629,1010,2
276,100006155,Por mini 12 x 1 l,04.01.2024,8629,1010,2
277,100006195,Kamilica čaj brez glutena 250 g,04.01.2024,8642,1004,4
278,100006195,Majoneza bio 750 g,04.01.2024,8642,1004,4
279,100006421,"Sladkor bio 1,5 l",04.01.2024,9515,1007,5
280,100006421,Ledeni čaj pakirano 1 l,04.01.2024,9515,1007,1
281,100007237,Proteinska ploščica lahko 12 x 1 l,04.01.2024,2093,1010,2
282,100007237,"Ribani sir izbrano 1,5 l",04.01.2024,2093,1010,4
283,100007913,Energijska pijača ekstra 1 kg,04.01.2024,5824,1007,5
284,100008964,Parmezan sveže 150 g,04.01.2024,1704,1002,3
285,100008964,"Telečji zrezki domače 1,5 kg",04.01.2024,1704,1002,1
286,100008964,"Med klasično 6 x 0,5 l",04.01.2024,1704,1002,4
287,100009353,Energijska pijača maxi 300 g,04.01.2024,5667,1010,1
288,100009353,Borovnice naravno 1 kg,04.01.2024,5667,1010,2
289,100009353,Ribani sir pakirano 250 g,04.01.2024,5667,1010,1
290,100009926,"Ajdov kruh bio 6 x 0,5 l",04.01.2024,9701,1005,3
291,100009926,Kvinoja sveže 400 g,04.01.2024,9701,1005,4
292,100000427,Mlečne štručke bio 750 g,05.01.2024,7043,1010,2
293,100000435,Bučno olje lahko 150 g,05.01.2024,5281,1006,1
294,100000435,Zamrznjena pica družinsko 750 g,05.01.2024,5281,1006,3
295,100000435,Riž domače 1 kg,05.01.2024,5281,1006,1
296,100000558,"Ajdov kruh bio 1,5 kg",05.01.2024,2507,1007,4
297,100000558,Rogljički mini 2 l,05.01.2024,2507,1007,2
298,100000558,Zamrznjena pica premium 500 g,05.01.2024,2507,1007,4
299,100000558,Sladoled čokolada mini 150 g,05.01.2024,2507,1007,2
300,100000558,Energijska pijača ekstra 1 kg,05.01.2024,2507,1007,3
301,100000696,Rukola tradicionalno 100 g,05.01.2024,8674,1005,4
302,100000696,Izvirska voda tradicionalno 750 g,05.01.2024,8674,1005,5
303,100000696,Kvinoja sveže 400 g,05.01.2024,8674,1005,1
304,100000696,Mleko ekstra 1 kg,05.01.2024,8674,1005,4
305,100000840,Keksi z maslom maxi 2 l,05.01.2024,3790,1003,2
306,100000840,Kokosovo olje mini 12 x 1 l,05.01.2024,3790,1003,4
307,100000840,Mango lahko 150 g,05.01.2024,3790,1003,2
308,100001478,Limonada brez glutena 750 g,05.01.2024,5775,1005,2
309,100001793,Feta sir bio 100 g,05.01.2024,2483,1004,5
310,100001793,"Slive ekstra 1,5 l",05.01.2024,2483,1004,2
311,100001793,Kumare izbrano 150 g,05.01.2024,2483,1004,2
312,100001793,Sladka smetana tradicionalno 200 g,05.01.2024,2483,1004,4
313,100001793,Jogurt lahko 2 l,05.01.2024,2483,1004,3
314,100001836,Sol klasično 2 l,05.01.2024,6019,1003,1
315,100001836,Čokolada z lešniki tradicionalno 500 g,05.01.2024,6019,1003,1
316,100001836,Olivno olje mini 300 g,05.01.2024,6019,1003,4
317,100001836,Kosmiči premium 1 kg,05.01.2024,6019,1003,5
318,100001836,Maline naravno 2 l,05.01.2024,6019,1003,3
319,100002398,Grozdje družinsko 500 g,05.01.2024,4205,1008,2
320,100002573,Zamrznjene jagode premium 250 g,05.01.2024,9789,1008,3
321,100002573,Kruh s semeni izbrano 1 kg,05.01.2024,9789,1008,4
322,100002573,Cvetača bio 1 kg,05.01.2024,9789,1008,4
323,100002573,"Čevapčiči sveže 1,5 l - serija 62",05.01.2024,9789,1008,3
324,100002800,Izvirska voda tradicionalno 750 g,05.01.2024,4149,1007,5
325,100002800,Kis naravno 250 g,05.01.2024,4149,1007,4
326,100003655,Kvinoja bio 2 l,05.01.2024,7926,1005,5
327,100003846,Piščančja bedra naravno 1 l,05.01.2024,2895,1007,4
328,100003846,"Jabolčni sok pakirano 6 x 0,5 l",05.01.2024,2895,1007,4
329,100003954,"Kis brez glutena 6 x 0,5 l",05.01.2024,3275,1008,3
330,100003954,Mlečne štručke bio 750 g,05.01.2024,3275,1008,4
331,100004164,Pašteta družinsko 200 g,05.01.2024,6232,1001,4
332,100004164,Kvinoja družinsko 250 g,05.01.2024,6232,1001,3
333,100004164,Tonic družinsko 250 g,05.01.2024,6232,1001,3
334,100004814,Svinjska rebra maxi 2 kg,05.01.2024,8611,1006,3
335,100004814,Kamilica čaj pakirano 150 g,05.01.2024,8611,1006,1
336,100004814,Zamrznjene jagode maxi 100 g,05.01.2024,8611,1006,4
337,100005656,Zamrznjena špinača izbrano 2 kg,05.01.2024,6446,1006,2
338,100005656,Kefir naravno 1 l,05.01.2024,6446,1006,4
339,100005805,Banane domače 200 g,05.01.2024,5866,1002,5
340,100005805,Grozdje izbrano 750 g,05.01.2024,5866,1002,2
341,100005805,Rogljički mini 2 l,05.01.2024,5866,1002,2
342,100005805,"Med klasično 6 x 0,5 l",05.01.2024,5866,1002,5
343,100006152,Čebula izbrano 400 g,05.01.2024,7043,1010,1
344,100006152,Zelje ekstra 1 kg,05.01.2024,7043,1010,2
345,100006152,Kruh s semeni izbrano 1 kg,05.01.2024,7043,1010,3
346,100006354,Kola naravno 750 g,05.01.2024,9312,1004,4
347,100006354,Skuta mini 12 x 1 l,05.01.2024,9312,1004,1
348,100006354,"Jagnječji kotleti družinsko 1,5 l",05.01.2024,9312,1004,1
349,100006897,Pica testo tradicionalno 750 g,05.01.2024,3164,1005,1
350,100006897,Sladoled čokolada mini 150 g,05.01.2024,3164,1005,5
351,100006897,Kivi premium 150 g,05.01.2024,3164,1005,3
352,100006897,Sladkor klasično 1 kg,05.01.2024,3164,1005,4
353,100007061,"Olivno olje naravno 1,5 l",05.01.2024,6246,1006,4
354,100007061,"Mozzarella družinsko 1,5 l",05.01.2024,6246,1006,4
355,100007061,Nektarine lahko 1 l,05.01.2024,6246,1006,3
356,100007061,"Sir ementalec naravno 1,5 l",05.01.2024,6246,1006,2
357,100007796,"Kakav bio 1,5 kg",05.01.2024,7926,1005,1
358,100007796,Pomarančni sok brez glutena 750 g,05.01.2024,7926,1005,1
359,100007796,Rogljički brez glutena 750 g,05.01.2024,7926,1005,2
360,100008044,"Kajzerice družinsko 1,5 l",05.01.2024,9362,1009,3
361,100008044,Paradižnikova omaka premium 300 g,05.01.2024,9362,1009,1
362,100008044,Čevapčiči maxi 750 g,05.01.2024,9362,1009,5
363,100008044,Ribje palčke ekstra 750 g,05.01.2024,9362,1009,1
364,100009072,Prepečenec ekstra 200 g,05.01.2024,9027,1003,5
365,100009072,Sir camembert bio 200 g,05.01.2024,9027,1003,4
366,100009072,Instant kava maxi 12 x 1 l,05.01.2024,9027,1003,4
367,100009072,"Krompir maxi 1,5 kg",05.01.2024,9027,1003,1
368,100009194,Solatni preliv naravno 1 kg,05.01.2024,7054,1008,1
369,100009194,Zdrob maxi 300 g,05.01.2024,7054,1008,1
370,100000543,Čičerika klasično 300 g,06.01.2024,8112,1009,1
371,100000786,"Zamrznjena pica mini 6 x 0,5 l",06.01.2024,8334,1009,4
372,100000786,Tortilje bio 100 g,06.01.2024,8334,1009,5
373,100000786,Pšenični gris izbrano 300 g,06.01.2024,8334,1009,2
374,100000881,Worcester omaka domače 150 g,06.01.2024,2112,1001,4
375,100001519,Bageta maxi 12 x 1 l,06.01.2024,2291,1001,4
376,100002183,Jabolčni kis maxi 400 g,06.01.2024,2527,1003,4
377,100002183,Mozzarella izbrano 500 g,06.01.2024,2527,1003,3
378,100002257,Čokolada z lešniki tradicionalno 500 g,06.01.2024,3132,1008,2
379,100002257,Mango maxi 200 g,06.01.2024,3132,1008,3
